id	rock	label_lithogenesis
23.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ALTD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
26.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FC	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
27.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/MTON	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
28.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DAY	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
29.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RMT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
30.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LASI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
31.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NIT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
32.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RMLY	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
33.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SHLAG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
34.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HPSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
35.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FPGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
36.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SHE	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
37.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CCGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
38.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/GCGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
39.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ANSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
40.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SLSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
41.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HETD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
42.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SHGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
43.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RDSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
44.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DASI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
45.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HPTI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
46.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CMBE	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
47.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DMG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
49.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BUB	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
50.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HATI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
51.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LNSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
53.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ASAG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
54.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FIGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
55.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RLTI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
56.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BDGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
57.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SUHG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
58.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ARDS	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
59.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WIHG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
60.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SDSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
61.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BOSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
62.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WV	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
64.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/EGSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
65.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CWSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
66.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NDR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
67.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/KRT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
68.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BHT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
69.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/TPGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
70.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/GDSI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
71.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BFSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
72.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SSA	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
73.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WDGE	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
74.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RYCL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
76.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/STGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
77.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ASGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
80.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/JURBY	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
82.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BECL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
83.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ORRIS	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
84.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PRSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
85.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WASG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
86.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NO	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
89.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ALGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
91.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LEY	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
93.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BGGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
94.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WGGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
95.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LTH	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
96.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CRTD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
97.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/STIL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
99.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WORT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
100.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BGT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
101.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CODT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
102.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CDVY	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
105.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PELC	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
106.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WHAT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
107.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HHTD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
108.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ODT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
109.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/THT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
110.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BATI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
111.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BYTH	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
112.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SPHT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
113.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SIGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
114.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LHSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
115.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PERT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
116.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SBS	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
117.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/UWIS	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
118.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WOC	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
119.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HOTI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
122.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ILSI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
123.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/STLL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
124.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BALGH	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
125.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CVD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
127.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DHGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
128.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BYGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
129.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LOSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
130.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HAN	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
131.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BRET	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
132.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RIN	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
134.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ROSI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
137.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BESG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
138.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BARW	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
139.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PSTT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
141.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FSGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
142.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WOSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
143.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WLGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
144.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HGV	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
145.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WOHE	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
146.0	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BPGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
