id	rock	label_lithogenesis
29	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RMT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
30	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LASI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
31	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NIT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
32	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RMLY	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
33	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SHLAG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
34	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HPSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
35	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FPGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
36	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SHE	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
37	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CCGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
38	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/GCGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
39	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ANSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
40	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SLSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
41	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HETD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
42	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SHGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
43	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RDSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
44	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DASI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
45	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HPTI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
46	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CMBE	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
47	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DMG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
48	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HEATH	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
49	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BUB	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
50	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HATI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
51	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LNSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
52	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HISA	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
53	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ASAG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
54	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FIGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
55	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RLTI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
56	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BDGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
57	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SUHG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
58	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ARDS	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
59	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WIHG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
60	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SDSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
61	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BOSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
62	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WV	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
63	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HAGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
64	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/EGSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
65	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CWSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
66	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NDR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
67	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/KRT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
68	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BHT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
69	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/TPGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
70	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/GDSI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
71	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BFSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
72	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SSA	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
73	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WDGE	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
74	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RYCL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
75	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ETIL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
76	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/STGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
77	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ASGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
78	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WIGS	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
79	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CFSI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
80	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/JURBY	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
81	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FASG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
82	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BECL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
83	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ORRIS	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
84	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PRSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
85	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WASG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
86	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/NO	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
87	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/OKSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
88	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HNGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
89	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ALGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
90	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LOFT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
91	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LEY	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
92	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BKFD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
93	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BGGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
94	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WGGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
95	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LTH	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
96	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CRTD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
97	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/STIL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
98	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/USI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
99	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WORT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
100	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BGT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
101	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CODT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
102	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CDVY	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
103	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/THGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
104	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ESI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
105	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PELC	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
106	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WHAT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
107	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HHTD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
108	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ODT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
109	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/THT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
110	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BATI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
111	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BYTH	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
112	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SPHT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
113	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SIGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
114	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LHSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
115	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PERT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
116	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SBS	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
117	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/UWIS	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
118	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WOC	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
119	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HOTI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
120	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WAT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
121	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/SUGL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
122	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ILSI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
123	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/STLL	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
124	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BALGH	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
125	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/CVD	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
126	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BRLSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
127	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DHGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
128	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BYGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
129	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/LOSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
130	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HAN	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
131	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BRET	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
132	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/RIN	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
133	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/KBSI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
134	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/ROSI	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
135	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/MFT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
136	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FULB	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
137	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BESG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
138	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BARW	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
139	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/PSTT	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
140	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/DVA	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
141	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/FSGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
142	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WOSG	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
143	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WLGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
144	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/HGV	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
145	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/WOHE	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/GLACI
146	http://data.bgs.ac.uk/id/Lexicon/NamedRockUnit/BPGR	http://data.bgs.ac.uk/id/Lexicon/LithogeneticType/FLUV
