id	person	label_affiliation
46	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2075instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
47	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2139instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
48	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2151instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
49	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id71instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
50	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1970instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
51	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1882instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
52	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1861instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
53	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2133instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
54	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2080instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
55	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2047instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
56	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1908instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
57	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id97instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
58	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2076instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
59	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2126instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
60	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2043instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
61	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id78instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
62	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2073instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
63	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
64	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2130instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
65	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id64instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
66	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id82instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
67	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id26instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
68	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id8instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
69	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id99instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
70	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id58instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
71	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id98instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
72	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2067instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
73	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1895instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
74	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1834instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
75	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id29instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
76	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id16instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
77	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id76instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
78	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1958instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
79	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1953instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
80	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2156instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
81	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id6instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
82	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2045instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
83	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1854instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
84	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2070instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
85	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id91instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
86	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id31instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
87	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2008instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
88	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2069instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
89	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1851instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
90	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2046instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
91	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id55instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
92	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id61instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
93	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id50instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
94	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1951instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
95	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2064instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
96	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id4instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
97	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2131instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
98	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2137instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
99	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id24instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
100	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2084instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
101	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id80instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
102	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2054instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
103	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id43instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
104	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2097instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
105	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2115instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
106	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id14instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
107	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id51instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
108	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2132instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
109	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2119instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
110	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1917instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
111	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2094instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
112	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2077instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
113	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2051instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
114	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id35instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
115	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1890instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
116	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1862instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
117	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1859instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
118	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id87instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
119	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2023instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
120	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2136instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
121	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id96instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
122	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id41instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
123	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id15instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
124	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id90instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
125	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id34instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
126	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id79instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
127	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id81instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
128	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2062instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
129	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id65instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
130	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id44instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
131	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2087instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
132	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id57instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
133	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2055instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
134	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2107instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
135	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id12instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
136	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id13instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
137	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id83instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
138	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id42instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
139	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2145instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
140	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id11instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
141	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id19instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
142	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1968instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
143	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id20instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
144	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1881instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
145	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id36instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
146	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2048instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
147	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1852instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
148	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1885instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
149	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1860instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
150	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1920instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
151	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id89instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
152	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2105instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance
153	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2123instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
154	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id48instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
155	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1901instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
156	http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id21instance	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
