proxy	id	label_cateogory
http://purl.org/collections/nl/am/proxy-65713	160.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-73854	161.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-71156	162.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-11475	164.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-57721	165.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-62275	166.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-40031	167.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-69392	168.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-61785	169.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-7576	170.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-46277	171.0	http://purl.org/collections/nl/am/t-14592
http://purl.org/collections/nl/am/proxy-71831	172.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-46481	173.0	http://purl.org/collections/nl/am/t-22504
http://purl.org/collections/nl/am/proxy-18718	174.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-68618	175.0	http://purl.org/collections/nl/am/t-14592
http://purl.org/collections/nl/am/proxy-11412	176.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-20273	177.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-62514	179.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-56426	181.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-15091	182.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-39235	183.0	http://purl.org/collections/nl/am/t-22506
http://purl.org/collections/nl/am/proxy-10229	186.0	http://purl.org/collections/nl/am/t-22508
http://purl.org/collections/nl/am/proxy-61184	187.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-60907	188.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-62344	189.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-3991	190.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-19664	191.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-2550	192.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-47909	193.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-61854	195.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-53305	197.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-13556	198.0	http://purl.org/collections/nl/am/t-22507
http://purl.org/collections/nl/am/proxy-14611	199.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-33113	200.0	http://purl.org/collections/nl/am/t-15459
http://purl.org/collections/nl/am/proxy-64208	201.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-16646	203.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-7785	204.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-60452	205.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-31211	207.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-66244	208.0	http://purl.org/collections/nl/am/t-14592
http://purl.org/collections/nl/am/proxy-24477	209.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-57432	210.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-8269	211.0	http://purl.org/collections/nl/am/t-15459
http://purl.org/collections/nl/am/proxy-3765	212.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-24376	213.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-2653	215.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-426	216.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-16782	218.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-4274	219.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-61755	220.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-71788	221.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-53545	222.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-47497	223.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-40607	225.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-63200	227.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-33046	228.0	http://purl.org/collections/nl/am/t-22507
http://purl.org/collections/nl/am/proxy-42392	231.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-11620	232.0	http://purl.org/collections/nl/am/t-22508
http://purl.org/collections/nl/am/proxy-51522	233.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-39894	237.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-30414	238.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-65086	239.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-30450	241.0	http://purl.org/collections/nl/am/t-15459
http://purl.org/collections/nl/am/proxy-69814	242.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-62485	245.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-42844	246.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-4757	247.0	http://purl.org/collections/nl/am/t-22507
http://purl.org/collections/nl/am/proxy-37755	248.0	http://purl.org/collections/nl/am/t-22506
http://purl.org/collections/nl/am/proxy-12669	250.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-70	251.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-65368	252.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-50281	253.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-12187	254.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-45880	255.0	http://purl.org/collections/nl/am/t-14592
http://purl.org/collections/nl/am/proxy-47948	256.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-38275	257.0	http://purl.org/collections/nl/am/t-22506
http://purl.org/collections/nl/am/proxy-51297	258.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-21338	259.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-37926	260.0	http://purl.org/collections/nl/am/t-22506
http://purl.org/collections/nl/am/proxy-60660	261.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-53031	262.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-71900	263.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-14204	264.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-113	265.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-57187	266.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-57402	268.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-49753	269.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-26166	270.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-14754	272.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-4651	274.0	http://purl.org/collections/nl/am/t-22507
http://purl.org/collections/nl/am/proxy-28914	275.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-58106	276.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-2876	278.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-60914	279.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-12088	280.0	http://purl.org/collections/nl/am/t-22508
http://purl.org/collections/nl/am/proxy-40179	281.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-61633	282.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-19173	283.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-1815	284.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-67863	285.0	http://purl.org/collections/nl/am/t-14592
http://purl.org/collections/nl/am/proxy-64709	287.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-7859	288.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-54875	289.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-38978	290.0	http://purl.org/collections/nl/am/t-22506
http://purl.org/collections/nl/am/proxy-1879	292.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-27886	293.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-49238	294.0	http://purl.org/collections/nl/am/t-22504
http://purl.org/collections/nl/am/proxy-59859	295.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-40427	296.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-65207	297.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-26427	298.0	http://purl.org/collections/nl/am/t-15459
http://purl.org/collections/nl/am/proxy-56813	299.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-29563	300.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-69123	301.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-28266	302.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-59052	303.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-63408	304.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-71686	305.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-51136	306.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-14726	307.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-33177	308.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-22271	309.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-1188	310.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-41751	311.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-21222	312.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-71310	313.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-7471	314.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-33306	315.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-44814	316.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-47364	317.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-60955	318.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-21787	320.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-45728	321.0	http://purl.org/collections/nl/am/t-14592
http://purl.org/collections/nl/am/proxy-4140	323.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-69639	324.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-18988	325.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-29638	326.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-62353	327.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-12252	328.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-3141	329.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-16537	330.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-64274	331.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-73450	334.0	http://purl.org/collections/nl/am/t-22505
http://purl.org/collections/nl/am/proxy-32873	335.0	http://purl.org/collections/nl/am/t-22508
http://purl.org/collections/nl/am/proxy-73864	337.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-21649	338.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-3533	339.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-51094	340.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-10235	341.0	http://purl.org/collections/nl/am/t-22508
http://purl.org/collections/nl/am/proxy-14020	342.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-50696	343.0	http://purl.org/collections/nl/am/t-22504
http://purl.org/collections/nl/am/proxy-14720	344.0	http://purl.org/collections/nl/am/t-15606
http://purl.org/collections/nl/am/proxy-72156	345.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-50674	346.0	http://purl.org/collections/nl/am/t-22506
http://purl.org/collections/nl/am/proxy-47409	347.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-23404	348.0	http://purl.org/collections/nl/am/t-22508
http://purl.org/collections/nl/am/proxy-58525	349.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-73766	350.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-71028	352.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-50433	353.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-1882	354.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-53658	356.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-2264	357.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-52174	358.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-32169	359.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-3042	360.0	http://purl.org/collections/nl/am/t-22503
http://purl.org/collections/nl/am/proxy-28291	361.0	http://purl.org/collections/nl/am/t-5504
http://purl.org/collections/nl/am/proxy-26353	363.0	http://purl.org/collections/nl/am/t-15459
http://purl.org/collections/nl/am/proxy-10237	364.0	http://purl.org/collections/nl/am/t-22508
http://purl.org/collections/nl/am/proxy-19559	365.0	http://purl.org/collections/nl/am/t-15579
http://purl.org/collections/nl/am/proxy-30068	366.0	http://purl.org/collections/nl/am/t-5504
