id	proxy	label_cateogory
35	http://purl.org/collections/nl/am/proxy-62057	http://purl.org/collections/nl/am/t-22505
36	http://purl.org/collections/nl/am/proxy-52502	http://purl.org/collections/nl/am/t-22503
37	http://purl.org/collections/nl/am/proxy-38136	http://purl.org/collections/nl/am/t-22506
38	http://purl.org/collections/nl/am/proxy-65743	http://purl.org/collections/nl/am/t-22503
39	http://purl.org/collections/nl/am/proxy-45712	http://purl.org/collections/nl/am/t-14592
40	http://purl.org/collections/nl/am/proxy-30335	http://purl.org/collections/nl/am/t-15579
41	http://purl.org/collections/nl/am/proxy-66666	http://purl.org/collections/nl/am/t-15579
42	http://purl.org/collections/nl/am/proxy-59851	http://purl.org/collections/nl/am/t-22503
43	http://purl.org/collections/nl/am/proxy-27666	http://purl.org/collections/nl/am/t-15579
44	http://purl.org/collections/nl/am/proxy-3815	http://purl.org/collections/nl/am/t-22503
45	http://purl.org/collections/nl/am/proxy-28862	http://purl.org/collections/nl/am/t-15579
46	http://purl.org/collections/nl/am/proxy-42808	http://purl.org/collections/nl/am/t-22505
47	http://purl.org/collections/nl/am/proxy-2360	http://purl.org/collections/nl/am/t-22503
48	http://purl.org/collections/nl/am/proxy-38961	http://purl.org/collections/nl/am/t-22506
49	http://purl.org/collections/nl/am/proxy-62646	http://purl.org/collections/nl/am/t-22503
50	http://purl.org/collections/nl/am/proxy-7365	http://purl.org/collections/nl/am/t-15606
51	http://purl.org/collections/nl/am/proxy-55951	http://purl.org/collections/nl/am/t-22503
52	http://purl.org/collections/nl/am/proxy-74110	http://purl.org/collections/nl/am/t-22504
53	http://purl.org/collections/nl/am/proxy-31534	http://purl.org/collections/nl/am/t-5504
54	http://purl.org/collections/nl/am/proxy-25361	http://purl.org/collections/nl/am/t-15459
55	http://purl.org/collections/nl/am/proxy-72424	http://purl.org/collections/nl/am/t-22503
56	http://purl.org/collections/nl/am/proxy-70664	http://purl.org/collections/nl/am/t-22503
57	http://purl.org/collections/nl/am/proxy-49237	http://purl.org/collections/nl/am/t-22504
58	http://purl.org/collections/nl/am/proxy-38239	http://purl.org/collections/nl/am/t-22506
59	http://purl.org/collections/nl/am/proxy-72323	http://purl.org/collections/nl/am/t-22503
60	http://purl.org/collections/nl/am/proxy-2840	http://purl.org/collections/nl/am/t-22503
61	http://purl.org/collections/nl/am/proxy-30060	http://purl.org/collections/nl/am/t-15459
62	http://purl.org/collections/nl/am/proxy-54477	http://purl.org/collections/nl/am/t-22503
63	http://purl.org/collections/nl/am/proxy-14505	http://purl.org/collections/nl/am/t-15459
64	http://purl.org/collections/nl/am/proxy-39502	http://purl.org/collections/nl/am/t-22506
65	http://purl.org/collections/nl/am/proxy-32645	http://purl.org/collections/nl/am/t-15606
66	http://purl.org/collections/nl/am/proxy-12959	http://purl.org/collections/nl/am/t-15606
67	http://purl.org/collections/nl/am/proxy-11546	http://purl.org/collections/nl/am/t-22508
68	http://purl.org/collections/nl/am/proxy-51646	http://purl.org/collections/nl/am/t-22503
69	http://purl.org/collections/nl/am/proxy-59889	http://purl.org/collections/nl/am/t-22503
70	http://purl.org/collections/nl/am/proxy-49361	http://purl.org/collections/nl/am/t-22504
71	http://purl.org/collections/nl/am/proxy-3239	http://purl.org/collections/nl/am/t-22503
72	http://purl.org/collections/nl/am/proxy-2362	http://purl.org/collections/nl/am/t-22503
73	http://purl.org/collections/nl/am/proxy-31878	http://purl.org/collections/nl/am/t-15579
74	http://purl.org/collections/nl/am/proxy-12469	http://purl.org/collections/nl/am/t-15606
75	http://purl.org/collections/nl/am/proxy-71827	http://purl.org/collections/nl/am/t-22503
76	http://purl.org/collections/nl/am/proxy-62183	http://purl.org/collections/nl/am/t-22505
77	http://purl.org/collections/nl/am/proxy-15189	http://purl.org/collections/nl/am/t-5504
78	http://purl.org/collections/nl/am/proxy-63844	http://purl.org/collections/nl/am/t-15606
79	http://purl.org/collections/nl/am/proxy-47291	http://purl.org/collections/nl/am/t-5504
80	http://purl.org/collections/nl/am/proxy-16713	http://purl.org/collections/nl/am/t-22508
81	http://purl.org/collections/nl/am/proxy-10880	http://purl.org/collections/nl/am/t-22508
82	http://purl.org/collections/nl/am/proxy-50523	http://purl.org/collections/nl/am/t-22503
83	http://purl.org/collections/nl/am/proxy-28809	http://purl.org/collections/nl/am/t-15579
84	http://purl.org/collections/nl/am/proxy-61116	http://purl.org/collections/nl/am/t-22503
85	http://purl.org/collections/nl/am/proxy-63674	http://purl.org/collections/nl/am/t-5504
86	http://purl.org/collections/nl/am/proxy-21487	http://purl.org/collections/nl/am/t-15579
87	http://purl.org/collections/nl/am/proxy-65535	http://purl.org/collections/nl/am/t-22503
88	http://purl.org/collections/nl/am/proxy-19690	http://purl.org/collections/nl/am/t-15459
89	http://purl.org/collections/nl/am/proxy-13765	http://purl.org/collections/nl/am/t-15606
90	http://purl.org/collections/nl/am/proxy-8706	http://purl.org/collections/nl/am/t-15606
91	http://purl.org/collections/nl/am/proxy-40732	http://purl.org/collections/nl/am/t-22505
92	http://purl.org/collections/nl/am/proxy-48842	http://purl.org/collections/nl/am/t-22505
93	http://purl.org/collections/nl/am/proxy-49305	http://purl.org/collections/nl/am/t-22504
94	http://purl.org/collections/nl/am/proxy-72015	http://purl.org/collections/nl/am/t-22503
95	http://purl.org/collections/nl/am/proxy-1325	http://purl.org/collections/nl/am/t-22503
96	http://purl.org/collections/nl/am/proxy-68630	http://purl.org/collections/nl/am/t-14592
97	http://purl.org/collections/nl/am/proxy-62185	http://purl.org/collections/nl/am/t-22505
98	http://purl.org/collections/nl/am/proxy-27009	http://purl.org/collections/nl/am/t-15459
99	http://purl.org/collections/nl/am/proxy-21603	http://purl.org/collections/nl/am/t-15459
100	http://purl.org/collections/nl/am/proxy-14263	http://purl.org/collections/nl/am/t-5504
101	http://purl.org/collections/nl/am/proxy-23640	http://purl.org/collections/nl/am/t-15579
102	http://purl.org/collections/nl/am/proxy-65598	http://purl.org/collections/nl/am/t-22503
103	http://purl.org/collections/nl/am/proxy-33278	http://purl.org/collections/nl/am/t-5504
104	http://purl.org/collections/nl/am/proxy-344	http://purl.org/collections/nl/am/t-22503
105	http://purl.org/collections/nl/am/proxy-57176	http://purl.org/collections/nl/am/t-22503
106	http://purl.org/collections/nl/am/proxy-7537	http://purl.org/collections/nl/am/t-15579
107	http://purl.org/collections/nl/am/proxy-45822	http://purl.org/collections/nl/am/t-14592
108	http://purl.org/collections/nl/am/proxy-41891	http://purl.org/collections/nl/am/t-22505
109	http://purl.org/collections/nl/am/proxy-47123	http://purl.org/collections/nl/am/t-5504
110	http://purl.org/collections/nl/am/proxy-50378	http://purl.org/collections/nl/am/t-22503
111	http://purl.org/collections/nl/am/proxy-65252	http://purl.org/collections/nl/am/t-22503
112	http://purl.org/collections/nl/am/proxy-74861	http://purl.org/collections/nl/am/t-5504
113	http://purl.org/collections/nl/am/proxy-42375	http://purl.org/collections/nl/am/t-22503
114	http://purl.org/collections/nl/am/proxy-9781	http://purl.org/collections/nl/am/t-5504
115	http://purl.org/collections/nl/am/proxy-31273	http://purl.org/collections/nl/am/t-5504
116	http://purl.org/collections/nl/am/proxy-7122	http://purl.org/collections/nl/am/t-15606
117	http://purl.org/collections/nl/am/proxy-54269	http://purl.org/collections/nl/am/t-22503
118	http://purl.org/collections/nl/am/proxy-32770	http://purl.org/collections/nl/am/t-22508
119	http://purl.org/collections/nl/am/proxy-5703	http://purl.org/collections/nl/am/t-22508
120	http://purl.org/collections/nl/am/proxy-28438	http://purl.org/collections/nl/am/t-15579
121	http://purl.org/collections/nl/am/proxy-31311	http://purl.org/collections/nl/am/t-5504
122	http://purl.org/collections/nl/am/proxy-24667	http://purl.org/collections/nl/am/t-22508
123	http://purl.org/collections/nl/am/proxy-72714	http://purl.org/collections/nl/am/t-22503
124	http://purl.org/collections/nl/am/proxy-41409	http://purl.org/collections/nl/am/t-22505
125	http://purl.org/collections/nl/am/proxy-8804	http://purl.org/collections/nl/am/t-15606
126	http://purl.org/collections/nl/am/proxy-60584	http://purl.org/collections/nl/am/t-22503
127	http://purl.org/collections/nl/am/proxy-43617	http://purl.org/collections/nl/am/t-22505
128	http://purl.org/collections/nl/am/proxy-47069	http://purl.org/collections/nl/am/t-22503
129	http://purl.org/collections/nl/am/proxy-38194	http://purl.org/collections/nl/am/t-22506
130	http://purl.org/collections/nl/am/proxy-46066	http://purl.org/collections/nl/am/t-14592
131	http://purl.org/collections/nl/am/proxy-39253	http://purl.org/collections/nl/am/t-22506
132	http://purl.org/collections/nl/am/proxy-41123	http://purl.org/collections/nl/am/t-22505
133	http://purl.org/collections/nl/am/proxy-39300	http://purl.org/collections/nl/am/t-22506
134	http://purl.org/collections/nl/am/proxy-49209	http://purl.org/collections/nl/am/t-22504
135	http://purl.org/collections/nl/am/proxy-12723	http://purl.org/collections/nl/am/t-22507
136	http://purl.org/collections/nl/am/proxy-52815	http://purl.org/collections/nl/am/t-22503
137	http://purl.org/collections/nl/am/proxy-9086	http://purl.org/collections/nl/am/t-15606
138	http://purl.org/collections/nl/am/proxy-74805	http://purl.org/collections/nl/am/t-5504
139	http://purl.org/collections/nl/am/proxy-9614	http://purl.org/collections/nl/am/t-15459
140	http://purl.org/collections/nl/am/proxy-39782	http://purl.org/collections/nl/am/t-22505
141	http://purl.org/collections/nl/am/proxy-16673	http://purl.org/collections/nl/am/t-15459
142	http://purl.org/collections/nl/am/proxy-70429	http://purl.org/collections/nl/am/t-22503
143	http://purl.org/collections/nl/am/proxy-23782	http://purl.org/collections/nl/am/t-15579
144	http://purl.org/collections/nl/am/proxy-16467	http://purl.org/collections/nl/am/t-15459
145	http://purl.org/collections/nl/am/proxy-55124	http://purl.org/collections/nl/am/t-22503
146	http://purl.org/collections/nl/am/proxy-46603	http://purl.org/collections/nl/am/t-22508
147	http://purl.org/collections/nl/am/proxy-55283	http://purl.org/collections/nl/am/t-22503
148	http://purl.org/collections/nl/am/proxy-52321	http://purl.org/collections/nl/am/t-22503
149	http://purl.org/collections/nl/am/proxy-57963	http://purl.org/collections/nl/am/t-22503
150	http://purl.org/collections/nl/am/proxy-42607	http://purl.org/collections/nl/am/t-22505
151	http://purl.org/collections/nl/am/proxy-11339	http://purl.org/collections/nl/am/t-15459
152	http://purl.org/collections/nl/am/proxy-61003	http://purl.org/collections/nl/am/t-22503
153	http://purl.org/collections/nl/am/proxy-12391	http://purl.org/collections/nl/am/t-15606
154	http://purl.org/collections/nl/am/proxy-7779	http://purl.org/collections/nl/am/t-15579
155	http://purl.org/collections/nl/am/proxy-15201	http://purl.org/collections/nl/am/t-5504
156	http://purl.org/collections/nl/am/proxy-12333	http://purl.org/collections/nl/am/t-15606
157	http://purl.org/collections/nl/am/proxy-62512	http://purl.org/collections/nl/am/t-22505
158	http://purl.org/collections/nl/am/proxy-50978	http://purl.org/collections/nl/am/t-22503
159	http://purl.org/collections/nl/am/proxy-13000	http://purl.org/collections/nl/am/t-15606
160	http://purl.org/collections/nl/am/proxy-65713	http://purl.org/collections/nl/am/t-22503
161	http://purl.org/collections/nl/am/proxy-73854	http://purl.org/collections/nl/am/t-15579
162	http://purl.org/collections/nl/am/proxy-71156	http://purl.org/collections/nl/am/t-22503
163	http://purl.org/collections/nl/am/proxy-67419	http://purl.org/collections/nl/am/t-15579
164	http://purl.org/collections/nl/am/proxy-11475	http://purl.org/collections/nl/am/t-5504
165	http://purl.org/collections/nl/am/proxy-57721	http://purl.org/collections/nl/am/t-22503
166	http://purl.org/collections/nl/am/proxy-62275	http://purl.org/collections/nl/am/t-22505
167	http://purl.org/collections/nl/am/proxy-40031	http://purl.org/collections/nl/am/t-22505
168	http://purl.org/collections/nl/am/proxy-69392	http://purl.org/collections/nl/am/t-22503
169	http://purl.org/collections/nl/am/proxy-61785	http://purl.org/collections/nl/am/t-22505
170	http://purl.org/collections/nl/am/proxy-7576	http://purl.org/collections/nl/am/t-15579
171	http://purl.org/collections/nl/am/proxy-46277	http://purl.org/collections/nl/am/t-14592
172	http://purl.org/collections/nl/am/proxy-71831	http://purl.org/collections/nl/am/t-22503
173	http://purl.org/collections/nl/am/proxy-46481	http://purl.org/collections/nl/am/t-22504
174	http://purl.org/collections/nl/am/proxy-18718	http://purl.org/collections/nl/am/t-15579
175	http://purl.org/collections/nl/am/proxy-68618	http://purl.org/collections/nl/am/t-14592
176	http://purl.org/collections/nl/am/proxy-11412	http://purl.org/collections/nl/am/t-15606
177	http://purl.org/collections/nl/am/proxy-20273	http://purl.org/collections/nl/am/t-15606
178	http://purl.org/collections/nl/am/proxy-61041	http://purl.org/collections/nl/am/t-22503
179	http://purl.org/collections/nl/am/proxy-62514	http://purl.org/collections/nl/am/t-22505
180	http://purl.org/collections/nl/am/proxy-72181	http://purl.org/collections/nl/am/t-22503
181	http://purl.org/collections/nl/am/proxy-56426	http://purl.org/collections/nl/am/t-22503
182	http://purl.org/collections/nl/am/proxy-15091	http://purl.org/collections/nl/am/t-5504
183	http://purl.org/collections/nl/am/proxy-39235	http://purl.org/collections/nl/am/t-22506
184	http://purl.org/collections/nl/am/proxy-57430	http://purl.org/collections/nl/am/t-22503
185	http://purl.org/collections/nl/am/proxy-54425	http://purl.org/collections/nl/am/t-22503
186	http://purl.org/collections/nl/am/proxy-10229	http://purl.org/collections/nl/am/t-22508
187	http://purl.org/collections/nl/am/proxy-61184	http://purl.org/collections/nl/am/t-22503
188	http://purl.org/collections/nl/am/proxy-60907	http://purl.org/collections/nl/am/t-22503
189	http://purl.org/collections/nl/am/proxy-62344	http://purl.org/collections/nl/am/t-22505
190	http://purl.org/collections/nl/am/proxy-3991	http://purl.org/collections/nl/am/t-22503
191	http://purl.org/collections/nl/am/proxy-19664	http://purl.org/collections/nl/am/t-15579
192	http://purl.org/collections/nl/am/proxy-2550	http://purl.org/collections/nl/am/t-22503
193	http://purl.org/collections/nl/am/proxy-47909	http://purl.org/collections/nl/am/t-22503
194	http://purl.org/collections/nl/am/proxy-52347	http://purl.org/collections/nl/am/t-22503
195	http://purl.org/collections/nl/am/proxy-61854	http://purl.org/collections/nl/am/t-22505
196	http://purl.org/collections/nl/am/proxy-43864	http://purl.org/collections/nl/am/t-22505
197	http://purl.org/collections/nl/am/proxy-53305	http://purl.org/collections/nl/am/t-22503
198	http://purl.org/collections/nl/am/proxy-13556	http://purl.org/collections/nl/am/t-22507
199	http://purl.org/collections/nl/am/proxy-14611	http://purl.org/collections/nl/am/t-5504
200	http://purl.org/collections/nl/am/proxy-33113	http://purl.org/collections/nl/am/t-15459
201	http://purl.org/collections/nl/am/proxy-64208	http://purl.org/collections/nl/am/t-15606
202	http://purl.org/collections/nl/am/proxy-67754	http://purl.org/collections/nl/am/t-14592
203	http://purl.org/collections/nl/am/proxy-16646	http://purl.org/collections/nl/am/t-15579
204	http://purl.org/collections/nl/am/proxy-7785	http://purl.org/collections/nl/am/t-15579
205	http://purl.org/collections/nl/am/proxy-60452	http://purl.org/collections/nl/am/t-22503
206	http://purl.org/collections/nl/am/proxy-13701	http://purl.org/collections/nl/am/t-5504
207	http://purl.org/collections/nl/am/proxy-31211	http://purl.org/collections/nl/am/t-15579
208	http://purl.org/collections/nl/am/proxy-66244	http://purl.org/collections/nl/am/t-14592
209	http://purl.org/collections/nl/am/proxy-24477	http://purl.org/collections/nl/am/t-15579
210	http://purl.org/collections/nl/am/proxy-57432	http://purl.org/collections/nl/am/t-22503
211	http://purl.org/collections/nl/am/proxy-8269	http://purl.org/collections/nl/am/t-15459
212	http://purl.org/collections/nl/am/proxy-3765	http://purl.org/collections/nl/am/t-22503
213	http://purl.org/collections/nl/am/proxy-24376	http://purl.org/collections/nl/am/t-5504
214	http://purl.org/collections/nl/am/proxy-29699	http://purl.org/collections/nl/am/t-15579
215	http://purl.org/collections/nl/am/proxy-2653	http://purl.org/collections/nl/am/t-22503
216	http://purl.org/collections/nl/am/proxy-426	http://purl.org/collections/nl/am/t-22503
217	http://purl.org/collections/nl/am/proxy-68183	http://purl.org/collections/nl/am/t-14592
218	http://purl.org/collections/nl/am/proxy-16782	http://purl.org/collections/nl/am/t-5504
219	http://purl.org/collections/nl/am/proxy-4274	http://purl.org/collections/nl/am/t-22503
220	http://purl.org/collections/nl/am/proxy-61755	http://purl.org/collections/nl/am/t-22503
221	http://purl.org/collections/nl/am/proxy-71788	http://purl.org/collections/nl/am/t-22503
222	http://purl.org/collections/nl/am/proxy-53545	http://purl.org/collections/nl/am/t-22503
223	http://purl.org/collections/nl/am/proxy-47497	http://purl.org/collections/nl/am/t-5504
224	http://purl.org/collections/nl/am/proxy-8980	http://purl.org/collections/nl/am/t-15606
225	http://purl.org/collections/nl/am/proxy-40607	http://purl.org/collections/nl/am/t-22505
226	http://purl.org/collections/nl/am/proxy-6199	http://purl.org/collections/nl/am/t-22505
227	http://purl.org/collections/nl/am/proxy-63200	http://purl.org/collections/nl/am/t-22503
228	http://purl.org/collections/nl/am/proxy-33046	http://purl.org/collections/nl/am/t-22507
229	http://purl.org/collections/nl/am/proxy-831	http://purl.org/collections/nl/am/t-22503
230	http://purl.org/collections/nl/am/proxy-30297	http://purl.org/collections/nl/am/t-15579
231	http://purl.org/collections/nl/am/proxy-42392	http://purl.org/collections/nl/am/t-22505
232	http://purl.org/collections/nl/am/proxy-11620	http://purl.org/collections/nl/am/t-22508
233	http://purl.org/collections/nl/am/proxy-51522	http://purl.org/collections/nl/am/t-22503
234	http://purl.org/collections/nl/am/proxy-42920	http://purl.org/collections/nl/am/t-22505
235	http://purl.org/collections/nl/am/proxy-68502	http://purl.org/collections/nl/am/t-14592
236	http://purl.org/collections/nl/am/proxy-53063	http://purl.org/collections/nl/am/t-22503
237	http://purl.org/collections/nl/am/proxy-39894	http://purl.org/collections/nl/am/t-22505
238	http://purl.org/collections/nl/am/proxy-30414	http://purl.org/collections/nl/am/t-15579
239	http://purl.org/collections/nl/am/proxy-65086	http://purl.org/collections/nl/am/t-22503
240	http://purl.org/collections/nl/am/proxy-29255	http://purl.org/collections/nl/am/t-15579
241	http://purl.org/collections/nl/am/proxy-30450	http://purl.org/collections/nl/am/t-15459
242	http://purl.org/collections/nl/am/proxy-69814	http://purl.org/collections/nl/am/t-22503
243	http://purl.org/collections/nl/am/proxy-50739	http://purl.org/collections/nl/am/t-22504
244	http://purl.org/collections/nl/am/proxy-59499	http://purl.org/collections/nl/am/t-22503
245	http://purl.org/collections/nl/am/proxy-62485	http://purl.org/collections/nl/am/t-22505
246	http://purl.org/collections/nl/am/proxy-42844	http://purl.org/collections/nl/am/t-22505
247	http://purl.org/collections/nl/am/proxy-4757	http://purl.org/collections/nl/am/t-22507
248	http://purl.org/collections/nl/am/proxy-37755	http://purl.org/collections/nl/am/t-22506
249	http://purl.org/collections/nl/am/proxy-37981	http://purl.org/collections/nl/am/t-22506
250	http://purl.org/collections/nl/am/proxy-12669	http://purl.org/collections/nl/am/t-15606
251	http://purl.org/collections/nl/am/proxy-70	http://purl.org/collections/nl/am/t-22503
252	http://purl.org/collections/nl/am/proxy-65368	http://purl.org/collections/nl/am/t-22503
253	http://purl.org/collections/nl/am/proxy-50281	http://purl.org/collections/nl/am/t-22503
254	http://purl.org/collections/nl/am/proxy-12187	http://purl.org/collections/nl/am/t-5504
255	http://purl.org/collections/nl/am/proxy-45880	http://purl.org/collections/nl/am/t-14592
256	http://purl.org/collections/nl/am/proxy-47948	http://purl.org/collections/nl/am/t-22503
257	http://purl.org/collections/nl/am/proxy-38275	http://purl.org/collections/nl/am/t-22506
258	http://purl.org/collections/nl/am/proxy-51297	http://purl.org/collections/nl/am/t-22503
259	http://purl.org/collections/nl/am/proxy-21338	http://purl.org/collections/nl/am/t-15579
260	http://purl.org/collections/nl/am/proxy-37926	http://purl.org/collections/nl/am/t-22506
261	http://purl.org/collections/nl/am/proxy-60660	http://purl.org/collections/nl/am/t-22503
262	http://purl.org/collections/nl/am/proxy-53031	http://purl.org/collections/nl/am/t-22503
263	http://purl.org/collections/nl/am/proxy-71900	http://purl.org/collections/nl/am/t-22503
264	http://purl.org/collections/nl/am/proxy-14204	http://purl.org/collections/nl/am/t-5504
265	http://purl.org/collections/nl/am/proxy-113	http://purl.org/collections/nl/am/t-22503
266	http://purl.org/collections/nl/am/proxy-57187	http://purl.org/collections/nl/am/t-22503
267	http://purl.org/collections/nl/am/proxy-24459	http://purl.org/collections/nl/am/t-5504
268	http://purl.org/collections/nl/am/proxy-57402	http://purl.org/collections/nl/am/t-22503
269	http://purl.org/collections/nl/am/proxy-49753	http://purl.org/collections/nl/am/t-22503
270	http://purl.org/collections/nl/am/proxy-26166	http://purl.org/collections/nl/am/t-15579
271	http://purl.org/collections/nl/am/proxy-29537	http://purl.org/collections/nl/am/t-5504
272	http://purl.org/collections/nl/am/proxy-14754	http://purl.org/collections/nl/am/t-15606
273	http://purl.org/collections/nl/am/proxy-599	http://purl.org/collections/nl/am/t-22503
274	http://purl.org/collections/nl/am/proxy-4651	http://purl.org/collections/nl/am/t-22507
275	http://purl.org/collections/nl/am/proxy-28914	http://purl.org/collections/nl/am/t-15579
276	http://purl.org/collections/nl/am/proxy-58106	http://purl.org/collections/nl/am/t-22503
277	http://purl.org/collections/nl/am/proxy-57405	http://purl.org/collections/nl/am/t-22503
278	http://purl.org/collections/nl/am/proxy-2876	http://purl.org/collections/nl/am/t-22503
279	http://purl.org/collections/nl/am/proxy-60914	http://purl.org/collections/nl/am/t-22503
280	http://purl.org/collections/nl/am/proxy-12088	http://purl.org/collections/nl/am/t-22508
281	http://purl.org/collections/nl/am/proxy-40179	http://purl.org/collections/nl/am/t-22505
282	http://purl.org/collections/nl/am/proxy-61633	http://purl.org/collections/nl/am/t-22503
283	http://purl.org/collections/nl/am/proxy-19173	http://purl.org/collections/nl/am/t-15579
284	http://purl.org/collections/nl/am/proxy-1815	http://purl.org/collections/nl/am/t-22503
285	http://purl.org/collections/nl/am/proxy-67863	http://purl.org/collections/nl/am/t-14592
286	http://purl.org/collections/nl/am/proxy-52665	http://purl.org/collections/nl/am/t-22503
287	http://purl.org/collections/nl/am/proxy-64709	http://purl.org/collections/nl/am/t-15579
288	http://purl.org/collections/nl/am/proxy-7859	http://purl.org/collections/nl/am/t-15579
289	http://purl.org/collections/nl/am/proxy-54875	http://purl.org/collections/nl/am/t-22503
290	http://purl.org/collections/nl/am/proxy-38978	http://purl.org/collections/nl/am/t-22506
291	http://purl.org/collections/nl/am/proxy-4620	http://purl.org/collections/nl/am/t-22507
292	http://purl.org/collections/nl/am/proxy-1879	http://purl.org/collections/nl/am/t-22503
293	http://purl.org/collections/nl/am/proxy-27886	http://purl.org/collections/nl/am/t-15579
294	http://purl.org/collections/nl/am/proxy-49238	http://purl.org/collections/nl/am/t-22504
295	http://purl.org/collections/nl/am/proxy-59859	http://purl.org/collections/nl/am/t-22503
296	http://purl.org/collections/nl/am/proxy-40427	http://purl.org/collections/nl/am/t-22505
297	http://purl.org/collections/nl/am/proxy-65207	http://purl.org/collections/nl/am/t-22503
298	http://purl.org/collections/nl/am/proxy-26427	http://purl.org/collections/nl/am/t-15459
299	http://purl.org/collections/nl/am/proxy-56813	http://purl.org/collections/nl/am/t-22503
300	http://purl.org/collections/nl/am/proxy-29563	http://purl.org/collections/nl/am/t-5504
301	http://purl.org/collections/nl/am/proxy-69123	http://purl.org/collections/nl/am/t-22503
302	http://purl.org/collections/nl/am/proxy-28266	http://purl.org/collections/nl/am/t-5504
303	http://purl.org/collections/nl/am/proxy-59052	http://purl.org/collections/nl/am/t-22503
304	http://purl.org/collections/nl/am/proxy-63408	http://purl.org/collections/nl/am/t-22503
305	http://purl.org/collections/nl/am/proxy-71686	http://purl.org/collections/nl/am/t-22503
306	http://purl.org/collections/nl/am/proxy-51136	http://purl.org/collections/nl/am/t-22503
307	http://purl.org/collections/nl/am/proxy-14726	http://purl.org/collections/nl/am/t-15606
308	http://purl.org/collections/nl/am/proxy-33177	http://purl.org/collections/nl/am/t-5504
309	http://purl.org/collections/nl/am/proxy-22271	http://purl.org/collections/nl/am/t-15579
310	http://purl.org/collections/nl/am/proxy-1188	http://purl.org/collections/nl/am/t-22503
311	http://purl.org/collections/nl/am/proxy-41751	http://purl.org/collections/nl/am/t-22505
312	http://purl.org/collections/nl/am/proxy-21222	http://purl.org/collections/nl/am/t-15579
313	http://purl.org/collections/nl/am/proxy-71310	http://purl.org/collections/nl/am/t-22503
314	http://purl.org/collections/nl/am/proxy-7471	http://purl.org/collections/nl/am/t-15579
315	http://purl.org/collections/nl/am/proxy-33306	http://purl.org/collections/nl/am/t-5504
316	http://purl.org/collections/nl/am/proxy-44814	http://purl.org/collections/nl/am/t-5504
317	http://purl.org/collections/nl/am/proxy-47364	http://purl.org/collections/nl/am/t-5504
